srid,proj4text,srtext,sqkm
4488,"+proj=utm +zone=15 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs ","PROJCS[""Mexican Datum of 1993 / UTM zone 15N"",GEOGCS[""Mexican Datum of 1993"",DATUM[""Mexican_Datum_of_1993"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""1042""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4483""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-93],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4488""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22383131919507e-08
4489,"+proj=utm +zone=16 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs ","PROJCS[""Mexican Datum of 1993 / UTM zone 16N"",GEOGCS[""Mexican Datum of 1993"",DATUM[""Mexican_Datum_of_1993"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""1042""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4483""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",-87],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4489""],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",2.22383133546875e-08
4490,+proj=longlat +ellps=GRS80 +no_defs ,"GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]]",217.043093823002
4491,+proj=tmerc +lat_0=0 +lon_0=75 +k=1 +x_0=13500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger zone 13"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",75],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",13500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4491""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",9.56388823606476e-07
4492,+proj=tmerc +lat_0=0 +lon_0=81 +k=1 +x_0=14500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger zone 14"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",81],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",14500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4492""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.89623076507932e-06
4493,+proj=tmerc +lat_0=0 +lon_0=87 +k=1 +x_0=15500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger zone 15"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",87],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",15500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4493""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",8.05190804956267e-06
4494,+proj=tmerc +lat_0=0 +lon_0=93 +k=1 +x_0=16500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger zone 16"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",93],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",16500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4494""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.08157339922542e-05
4495,+proj=tmerc +lat_0=0 +lon_0=99 +k=1 +x_0=17500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger zone 17"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",99],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",17500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4495""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",5.05402067336445e-05
4496,+proj=tmerc +lat_0=0 +lon_0=105 +k=1 +x_0=18500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger zone 18"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",105],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",18500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4496""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",0.000116170166287121
4497,+proj=tmerc +lat_0=0 +lon_0=111 +k=1 +x_0=19500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger zone 19"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",111],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",19500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4497""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",0.000254440190244897
4498,+proj=tmerc +lat_0=0 +lon_0=117 +k=1 +x_0=20500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger zone 20"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",117],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",20500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4498""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",0.000533883428605773
4499,+proj=tmerc +lat_0=0 +lon_0=123 +k=1 +x_0=21500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger zone 21"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",123],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",21500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4499""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",0.0010780438899198
4500,+proj=tmerc +lat_0=0 +lon_0=129 +k=1 +x_0=22500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger zone 22"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",129],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",22500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4500""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",0.00210289490971844
4501,+proj=tmerc +lat_0=0 +lon_0=135 +k=1 +x_0=23500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger zone 23"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",135],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",23500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4501""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",0.00397568770882842
4502,+proj=tmerc +lat_0=0 +lon_0=75 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger CM 75E"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",75],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4502""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.22206359252705e-08
4503,+proj=tmerc +lat_0=0 +lon_0=81 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger CM 81E"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",81],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4503""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.22206360562654e-08
4504,+proj=tmerc +lat_0=0 +lon_0=87 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger CM 87E"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",87],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4504""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.2220635975768e-08
4505,+proj=tmerc +lat_0=0 +lon_0=93 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger CM 93E"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",93],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4505""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.22206361775312e-08
4506,+proj=tmerc +lat_0=0 +lon_0=99 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger CM 99E"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",99],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4506""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.2220635998194e-08
4507,+proj=tmerc +lat_0=0 +lon_0=105 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger CM 105E"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",105],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4507""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.22206359645644e-08
4508,+proj=tmerc +lat_0=0 +lon_0=111 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger CM 111E"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",111],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4508""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.22206359598958e-08
4509,+proj=tmerc +lat_0=0 +lon_0=117 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger CM 117E"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",117],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4509""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.22206358801247e-08
4510,+proj=tmerc +lat_0=0 +lon_0=123 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger CM 123E"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",123],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4510""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.22206363858154e-08
4511,+proj=tmerc +lat_0=0 +lon_0=129 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger CM 129E"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",129],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4511""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.22206358788683e-08
4512,+proj=tmerc +lat_0=0 +lon_0=135 +k=1 +x_0=500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / Gauss-Kruger CM 135E"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",135],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4512""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",2.22206359280657e-08
4513,+proj=tmerc +lat_0=0 +lon_0=75 +k=1 +x_0=25500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / 3-degree Gauss-Kruger zone 25"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",75],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",25500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4513""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",0.0130794368073992
4514,+proj=tmerc +lat_0=0 +lon_0=78 +k=1 +x_0=26500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / 3-degree Gauss-Kruger zone 26"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",78],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",26500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4514""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",0.0228647516366093
4515,+proj=tmerc +lat_0=0 +lon_0=81 +k=1 +x_0=27500000 +y_0=0 +ellps=GRS80 +units=m +no_defs ,"PROJCS[""CGCS2000 / 3-degree Gauss-Kruger zone 27"",GEOGCS[""China Geodetic Coordinate System 2000"",DATUM[""China_2000"",SPHEROID[""CGCS2000"",6378137,298.257222101,AUTHORITY[""EPSG"",""1024""]],AUTHORITY[""EPSG"",""1043""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4490""]],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",81],PARAMETER[""scale_factor"",1],PARAMETER[""false_easting"",27500000],PARAMETER[""false_northing"",0],AUTHORITY[""EPSG"",""4515""],AXIS[""X"",NORTH],AXIS[""Y"",EAST]]",0.0391015796964665
